,distance_rho,distance_theta,distance_phi,yaw_diff,Image_name,Full_path
0,9.331280737987509,-0.7321998292658032,1.550765796820616,-1.1645800756486682,frame_center_00389.jpg,C:/Users/Feng Yang Chen/Documents/POLYTECHNIQUE/E2020 - Stage CRSNG - David Saussié/simulation_training_data/Training\Run_0047\images\Gate 7\Sans Cible\frame_center_00389.jpg
1,9.212728811179792,-0.7492852139017543,1.550259599517087,-1.1689146179777994,frame_center_00390.jpg,C:/Users/Feng Yang Chen/Documents/POLYTECHNIQUE/E2020 - Stage CRSNG - David Saussié/simulation_training_data/Training\Run_0047\images\Gate 7\Sans Cible\frame_center_00390.jpg
2,9.097028196311967,-0.7665282055023135,1.5497378938262516,-1.173227722863818,frame_center_00391.jpg,C:/Users/Feng Yang Chen/Documents/POLYTECHNIQUE/E2020 - Stage CRSNG - David Saussié/simulation_training_data/Training\Run_0047\images\Gate 7\Sans Cible\frame_center_00391.jpg
3,8.985861481953176,-0.7834755266563009,1.5492176447516977,-1.17734364082153,frame_center_00392.jpg,C:/Users/Feng Yang Chen/Documents/POLYTECHNIQUE/E2020 - Stage CRSNG - David Saussié/simulation_training_data/Training\Run_0047\images\Gate 7\Sans Cible\frame_center_00392.jpg
4,8.841292629036433,-0.8052792301557885,1.548526022702408,-1.1819773248205634,frame_center_00393.jpg,C:/Users/Feng Yang Chen/Documents/POLYTECHNIQUE/E2020 - Stage CRSNG - David Saussié/simulation_training_data/Training\Run_0047\images\Gate 7\Sans Cible\frame_center_00393.jpg
5,8.732277697902495,-0.8212012300347256,1.5479847211098616,-1.1846654769143827,frame_center_00394.jpg,C:/Users/Feng Yang Chen/Documents/POLYTECHNIQUE/E2020 - Stage CRSNG - David Saussié/simulation_training_data/Training\Run_0047\images\Gate 7\Sans Cible\frame_center_00394.jpg
6,8.622693343012774,-0.8365995461187232,1.5474233107920135,-1.1865685938578188,frame_center_00395.jpg,C:/Users/Feng Yang Chen/Documents/POLYTECHNIQUE/E2020 - Stage CRSNG - David Saussié/simulation_training_data/Training\Run_0047\images\Gate 7\Sans Cible\frame_center_00395.jpg
7,8.516036208936983,-0.850723100445163,1.5468630728558748,-1.1874243104392328,frame_center_00396.jpg,C:/Users/Feng Yang Chen/Documents/POLYTECHNIQUE/E2020 - Stage CRSNG - David Saussié/simulation_training_data/Training\Run_0047\images\Gate 7\Sans Cible\frame_center_00396.jpg
8,8.407978239249726,-0.8633097742724256,1.546292621980413,-1.1865106416689029,frame_center_00397.jpg,C:/Users/Feng Yang Chen/Documents/POLYTECHNIQUE/E2020 - Stage CRSNG - David Saussié/simulation_training_data/Training\Run_0047\images\Gate 7\Sans Cible\frame_center_00397.jpg
9,8.275667107114577,-0.8760459095214641,1.5455867461802517,-1.1826868337424787,frame_center_00398.jpg,C:/Users/Feng Yang Chen/Documents/POLYTECHNIQUE/E2020 - Stage CRSNG - David Saussié/simulation_training_data/Training\Run_0047\images\Gate 7\Sans Cible\frame_center_00398.jpg
10,8.160830036231399,-0.8851068186841695,1.544959438026296,-1.177351419823738,frame_center_00399.jpg,C:/Users/Feng Yang Chen/Documents/POLYTECHNIQUE/E2020 - Stage CRSNG - David Saussié/simulation_training_data/Training\Run_0047\images\Gate 7\Sans Cible\frame_center_00399.jpg
11,8.057670876383087,-0.8916627967342496,1.5443820251401572,-1.1709744654509084,frame_center_00400.jpg,C:/Users/Feng Yang Chen/Documents/POLYTECHNIQUE/E2020 - Stage CRSNG - David Saussié/simulation_training_data/Training\Run_0047\images\Gate 7\Sans Cible\frame_center_00400.jpg
12,7.951054888209992,-0.8967709478400201,1.5437746109989126,-1.1627401683669387,frame_center_00401.jpg,C:/Users/Feng Yang Chen/Documents/POLYTECHNIQUE/E2020 - Stage CRSNG - David Saussié/simulation_training_data/Training\Run_0047\images\Gate 7\Sans Cible\frame_center_00401.jpg
13,7.844525513081169,-0.8999253027112817,1.543163733331543,-1.1526232473210174,frame_center_00402.jpg,C:/Users/Feng Yang Chen/Documents/POLYTECHNIQUE/E2020 - Stage CRSNG - David Saussié/simulation_training_data/Training\Run_0047\images\Gate 7\Sans Cible\frame_center_00402.jpg
14,7.705941906935458,-0.9003771609461741,1.542369756336598,-1.1359782512441583,frame_center_00403.jpg,C:/Users/Feng Yang Chen/Documents/POLYTECHNIQUE/E2020 - Stage CRSNG - David Saussié/simulation_training_data/Training\Run_0047\images\Gate 7\Sans Cible\frame_center_00403.jpg
15,7.600997551167514,-0.898613946070951,1.541760268121015,-1.1213871720271924,frame_center_00404.jpg,C:/Users/Feng Yang Chen/Documents/POLYTECHNIQUE/E2020 - Stage CRSNG - David Saussié/simulation_training_data/Training\Run_0047\images\Gate 7\Sans Cible\frame_center_00404.jpg
16,7.499788214265277,-0.895452467425023,1.5411634201764108,-1.1059612053020114,frame_center_00405.jpg,C:/Users/Feng Yang Chen/Documents/POLYTECHNIQUE/E2020 - Stage CRSNG - David Saussié/simulation_training_data/Training\Run_0047\images\Gate 7\Sans Cible\frame_center_00405.jpg
17,7.394667191414173,-0.8905203048392036,1.5405408567364394,-1.0884332148077718,frame_center_00406.jpg,C:/Users/Feng Yang Chen/Documents/POLYTECHNIQUE/E2020 - Stage CRSNG - David Saussié/simulation_training_data/Training\Run_0047\images\Gate 7\Sans Cible\frame_center_00406.jpg
18,7.287232154813479,-0.8833947922148198,1.5399174205820427,-1.0686320588240112,frame_center_00407.jpg,C:/Users/Feng Yang Chen/Documents/POLYTECHNIQUE/E2020 - Stage CRSNG - David Saussié/simulation_training_data/Training\Run_0047\images\Gate 7\Sans Cible\frame_center_00407.jpg
19,7.1432684014511265,-0.8709076908398634,1.5390719118822258,-1.0394889728919985,frame_center_00408.jpg,C:/Users/Feng Yang Chen/Documents/POLYTECHNIQUE/E2020 - Stage CRSNG - David Saussié/simulation_training_data/Training\Run_0047\images\Gate 7\Sans Cible\frame_center_00408.jpg
20,7.036805109165567,-0.8601696395333827,1.538432811058959,-1.0166651430434066,frame_center_00409.jpg,C:/Users/Feng Yang Chen/Documents/POLYTECHNIQUE/E2020 - Stage CRSNG - David Saussié/simulation_training_data/Training\Run_0047\images\Gate 7\Sans Cible\frame_center_00409.jpg
21,6.929949363229186,-0.8481861211194561,1.5377789758477742,-0.9927650328829098,frame_center_00410.jpg,C:/Users/Feng Yang Chen/Documents/POLYTECHNIQUE/E2020 - Stage CRSNG - David Saussié/simulation_training_data/Training\Run_0047\images\Gate 7\Sans Cible\frame_center_00410.jpg
22,6.82254594409401,-0.8349668532543171,1.537114553385556,-0.9677989394428801,frame_center_00411.jpg,C:/Users/Feng Yang Chen/Documents/POLYTECHNIQUE/E2020 - Stage CRSNG - David Saussié/simulation_training_data/Training\Run_0047\images\Gate 7\Sans Cible\frame_center_00411.jpg
23,6.679260316736114,-0.8148714115777611,1.5362308270836507,-0.9324547470053004,frame_center_00412.jpg,C:/Users/Feng Yang Chen/Documents/POLYTECHNIQUE/E2020 - Stage CRSNG - David Saussié/simulation_training_data/Training\Run_0047\images\Gate 7\Sans Cible\frame_center_00412.jpg
