-0.290202;0.096816;0.627847;10.024654;0
-0.279754;0.094997;0.633690;10.024654;0
-0.271201;0.083031;0.633690;10.024654;0
-0.262012;0.060442;0.639025;10.024654;0
-0.252295;0.040021;0.639025;10.024654;0
-0.240807;0.030730;0.639025;10.024654;0
-0.228533;0.040685;0.643847;10.024654;0
-0.217764;0.056388;0.643847;10.024654;0
-0.206803;0.063873;0.648174;10.024654;0
-0.195948;0.070402;0.648174;10.024654;0
-0.184861;0.081127;0.652043;10.024654;0
-0.170073;0.102363;0.652043;10.024654;0
-0.159175;0.110185;0.655516;10.024654;0
-0.148391;0.110121;0.655516;10.024654;0
-0.137809;0.109529;0.658678;10.024654;0
-0.127466;0.112024;0.658678;10.024654;0
-0.113999;0.119954;0.661636;10.024654;0
-0.104237;0.115346;0.661636;10.024654;0
-0.094637;0.108948;0.664519;10.024654;0
-0.085404;0.107344;0.664519;10.024654;0
-0.076542;0.110249;0.664519;10.024654;0
-0.068009;0.108295;0.667474;10.024654;0
-0.057349;0.092249;0.667474;10.024654;0
-0.049841;0.083545;0.670663;10.024654;0
-0.042579;0.080681;0.670663;10.024654;0
-0.035791;0.085786;0.674261;10.024654;0
-0.027264;0.093574;0.674261;10.024654;0
-0.021140;0.087255;0.678445;10.024654;0
-0.015217;0.080871;0.678445;10.024654;0
-0.009886;0.078603;0.683392;10.024654;0
-0.004618;0.080388;0.683392;10.024654;0
0.002101;0.076651;0.689269;10.024654;0
0.006866;0.068110;0.689269;10.024654;0
0.011399;0.062976;0.696223;10.024654;0
0.015738;0.060944;0.696223;10.024654;0
0.021290;0.033884;0.696223;10.024654;0
0.025407;0.002793;0.704372;10.024654;0
0.029426;-0.018268;0.704372;10.024654;0
0.033081;-0.016634;0.713801;10.024654;0
0.036551;0.009864;0.713801;10.024654;0
0.040937;0.060753;0.724547;10.024654;0
0.044238;0.086064;0.724547;10.024654;0
0.047493;0.106411;0.736599;10.024654;0
0.050885;0.124793;0.736599;10.024654;0
0.054722;0.140220;0.749890;10.024654;0
0.061088;0.153490;0.749890;10.024654;0
0.067571;0.145819;0.764294;10.024654;0
0.075988;0.127062;0.764294;10.024654;0
-1.000000;0.099798;0.764294;10.024654;0
-1.000000;0.101661;0.779629;10.024654;0
-1.000000;0.105168;0.779629;10.024654;0
-1.000000;0.100951;0.795675;10.024654;0
