,distance_rho,distance_theta,distance_phi,yaw_diff,Image_name,Full_path
0,10.150869559890861,0.7891318427988667,1.551526637243896,1.227979774757609,frame_center_00791.jpg,C:/Users/Feng Yang Chen/Documents/POLYTECHNIQUE/E2020 - Stage CRSNG - David Saussié/simulation_training_data/Training\Run_0087\images\Gate 13\Sans Cible\frame_center_00791.jpg
1,10.03855932949744,0.8043368462804972,1.5513067387714956,1.2308914322339763,frame_center_00792.jpg,C:/Users/Feng Yang Chen/Documents/POLYTECHNIQUE/E2020 - Stage CRSNG - David Saussié/simulation_training_data/Training\Run_0087\images\Gate 13\Sans Cible\frame_center_00792.jpg
2,9.92943074044841,0.8206872532492437,1.55108102923805,1.2346135035145092,frame_center_00793.jpg,C:/Users/Feng Yang Chen/Documents/POLYTECHNIQUE/E2020 - Stage CRSNG - David Saussié/simulation_training_data/Training\Run_0087\images\Gate 13\Sans Cible\frame_center_00793.jpg
3,9.788533471409316,0.8439819412049714,1.5507659400912794,1.2405201364465408,frame_center_00794.jpg,C:/Users/Feng Yang Chen/Documents/POLYTECHNIQUE/E2020 - Stage CRSNG - David Saussié/simulation_training_data/Training\Run_0087\images\Gate 13\Sans Cible\frame_center_00794.jpg
4,9.687095276694514,0.8621742175669382,1.5505329323200783,1.2454223192878495,frame_center_00795.jpg,C:/Users/Feng Yang Chen/Documents/POLYTECHNIQUE/E2020 - Stage CRSNG - David Saussié/simulation_training_data/Training\Run_0087\images\Gate 13\Sans Cible\frame_center_00795.jpg
5,9.588534354322874,0.8806392044778089,1.550302813696728,1.2503975363023097,frame_center_00796.jpg,C:/Users/Feng Yang Chen/Documents/POLYTECHNIQUE/E2020 - Stage CRSNG - David Saussié/simulation_training_data/Training\Run_0087\images\Gate 13\Sans Cible\frame_center_00796.jpg
6,9.490812815815314,0.8992925458137728,1.5500653212599882,1.2551906041264544,frame_center_00797.jpg,C:/Users/Feng Yang Chen/Documents/POLYTECHNIQUE/E2020 - Stage CRSNG - David Saussié/simulation_training_data/Training\Run_0087\images\Gate 13\Sans Cible\frame_center_00797.jpg
7,9.398604844659857,0.9169958729810836,1.549831573327341,1.2594559393975122,frame_center_00798.jpg,C:/Users/Feng Yang Chen/Documents/POLYTECHNIQUE/E2020 - Stage CRSNG - David Saussié/simulation_training_data/Training\Run_0087\images\Gate 13\Sans Cible\frame_center_00798.jpg
8,9.275251087119248,0.9402414243077104,1.5495071008899226,1.2643533581457933,frame_center_00799.jpg,C:/Users/Feng Yang Chen/Documents/POLYTECHNIQUE/E2020 - Stage CRSNG - David Saussié/simulation_training_data/Training\Run_0087\images\Gate 13\Sans Cible\frame_center_00799.jpg
9,9.184116637854626,0.9561923859179415,1.549264339781311,1.2666283880638063,frame_center_00800.jpg,C:/Users/Feng Yang Chen/Documents/POLYTECHNIQUE/E2020 - Stage CRSNG - David Saussié/simulation_training_data/Training\Run_0087\images\Gate 13\Sans Cible\frame_center_00800.jpg
10,9.091570291472705,0.9703779836809561,1.5490168489433875,1.266947671201268,frame_center_00801.jpg,C:/Users/Feng Yang Chen/Documents/POLYTECHNIQUE/E2020 - Stage CRSNG - David Saussié/simulation_training_data/Training\Run_0087\images\Gate 13\Sans Cible\frame_center_00801.jpg
11,9.000786474914868,0.9825729250150317,1.5487672477824568,1.265593060700041,frame_center_00802.jpg,C:/Users/Feng Yang Chen/Documents/POLYTECHNIQUE/E2020 - Stage CRSNG - David Saussié/simulation_training_data/Training\Run_0087\images\Gate 13\Sans Cible\frame_center_00802.jpg
12,8.881028931202303,0.996352132853656,1.5484257690716843,1.2616170918670297,frame_center_00803.jpg,C:/Users/Feng Yang Chen/Documents/POLYTECHNIQUE/E2020 - Stage CRSNG - David Saussié/simulation_training_data/Training\Run_0087\images\Gate 13\Sans Cible\frame_center_00803.jpg
13,8.787148561724697,1.005107926357761,1.548148819441791,1.2565973359311484,frame_center_00804.jpg,C:/Users/Feng Yang Chen/Documents/POLYTECHNIQUE/E2020 - Stage CRSNG - David Saussié/simulation_training_data/Training\Run_0087\images\Gate 13\Sans Cible\frame_center_00804.jpg
14,8.696063731255055,1.010997049887365,1.5478809657873158,1.249320746284905,frame_center_00805.jpg,C:/Users/Feng Yang Chen/Documents/POLYTECHNIQUE/E2020 - Stage CRSNG - David Saussié/simulation_training_data/Training\Run_0087\images\Gate 13\Sans Cible\frame_center_00805.jpg
15,8.604423882608954,1.014376319874979,1.5476103613841614,1.2396718806729208,frame_center_00806.jpg,C:/Users/Feng Yang Chen/Documents/POLYTECHNIQUE/E2020 - Stage CRSNG - David Saussié/simulation_training_data/Training\Run_0087\images\Gate 13\Sans Cible\frame_center_00806.jpg
16,8.512248858176058,1.0155881164885376,1.5473308086091024,1.2279989788786532,frame_center_00807.jpg,C:/Users/Feng Yang Chen/Documents/POLYTECHNIQUE/E2020 - Stage CRSNG - David Saussié/simulation_training_data/Training\Run_0087\images\Gate 13\Sans Cible\frame_center_00807.jpg
17,8.417748252195382,1.0145630547334898,1.5470369067510732,1.2140164799747408,frame_center_00808.jpg,C:/Users/Feng Yang Chen/Documents/POLYTECHNIQUE/E2020 - Stage CRSNG - David Saussié/simulation_training_data/Training\Run_0087\images\Gate 13\Sans Cible\frame_center_00808.jpg
18,8.293643948525963,1.009555625942302,1.5466456070990677,1.1924360476439855,frame_center_00809.jpg,C:/Users/Feng Yang Chen/Documents/POLYTECHNIQUE/E2020 - Stage CRSNG - David Saussié/simulation_training_data/Training\Run_0087\images\Gate 13\Sans Cible\frame_center_00809.jpg
19,8.196485858316285,1.0020929715165994,1.5463437777241047,1.1724181855333464,frame_center_00810.jpg,C:/Users/Feng Yang Chen/Documents/POLYTECHNIQUE/E2020 - Stage CRSNG - David Saussié/simulation_training_data/Training\Run_0087\images\Gate 13\Sans Cible\frame_center_00810.jpg
20,8.09971419672473,0.9920142703497907,1.5460387267260436,1.150194891792549,frame_center_00811.jpg,C:/Users/Feng Yang Chen/Documents/POLYTECHNIQUE/E2020 - Stage CRSNG - David Saussié/simulation_training_data/Training\Run_0087\images\Gate 13\Sans Cible\frame_center_00811.jpg
21,8.000116922320753,0.9796888272424322,1.5457141885026038,1.1257178394165592,frame_center_00812.jpg,C:/Users/Feng Yang Chen/Documents/POLYTECHNIQUE/E2020 - Stage CRSNG - David Saussié/simulation_training_data/Training\Run_0087\images\Gate 13\Sans Cible\frame_center_00812.jpg
