,distance_rho,distance_theta,distance_phi,yaw_diff,Image_name,Full_path
0,8.526502706889643,0.7002829596610258,1.5456330624457084,0.8748012925445585,frame_center_00075.jpg,C:/Users/Feng Yang Chen/Documents/POLYTECHNIQUE/E2020 - Stage CRSNG - David Saussié/simulation_training_data/Training\Run_0042\images\Gate 2\frame_center_00075.jpg
1,8.420897548633752,0.6829467660640166,1.54531493139919,0.8500540821693917,frame_center_00076.jpg,C:/Users/Feng Yang Chen/Documents/POLYTECHNIQUE/E2020 - Stage CRSNG - David Saussié/simulation_training_data/Training\Run_0042\images\Gate 2\frame_center_00076.jpg
2,8.314402655930909,0.6652847666666566,1.544995820444425,0.8251007896664819,frame_center_00077.jpg,C:/Users/Feng Yang Chen/Documents/POLYTECHNIQUE/E2020 - Stage CRSNG - David Saussié/simulation_training_data/Training\Run_0042\images\Gate 2\frame_center_00077.jpg
3,8.207138372910073,0.6476251043179632,1.5446618319334589,0.800262575236444,frame_center_00078.jpg,C:/Users/Feng Yang Chen/Documents/POLYTECHNIQUE/E2020 - Stage CRSNG - David Saussié/simulation_training_data/Training\Run_0042\images\Gate 2\frame_center_00078.jpg
4,8.097319319643677,0.630032573280769,1.544304338204608,0.7754728449647044,frame_center_00079.jpg,C:/Users/Feng Yang Chen/Documents/POLYTECHNIQUE/E2020 - Stage CRSNG - David Saussié/simulation_training_data/Training\Run_0042\images\Gate 2\frame_center_00079.jpg
5,7.951844821368903,0.6076502860997277,1.5438101305209255,0.7437822783439356,frame_center_00080.jpg,C:/Users/Feng Yang Chen/Documents/POLYTECHNIQUE/E2020 - Stage CRSNG - David Saussié/simulation_training_data/Training\Run_0042\images\Gate 2\frame_center_00080.jpg
6,7.8402514803683845,0.5907186018770354,1.5434229955702927,0.719903133086291,frame_center_00081.jpg,C:/Users/Feng Yang Chen/Documents/POLYTECHNIQUE/E2020 - Stage CRSNG - David Saussié/simulation_training_data/Training\Run_0042\images\Gate 2\frame_center_00081.jpg
7,7.727532167769734,0.5733972736031365,1.5430199818192072,0.6957479436428831,frame_center_00082.jpg,C:/Users/Feng Yang Chen/Documents/POLYTECHNIQUE/E2020 - Stage CRSNG - David Saussié/simulation_training_data/Training\Run_0042\images\Gate 2\frame_center_00082.jpg
8,7.617828368041827,0.5568934167264219,1.542613568019592,0.6727402017397189,frame_center_00083.jpg,C:/Users/Feng Yang Chen/Documents/POLYTECHNIQUE/E2020 - Stage CRSNG - David Saussié/simulation_training_data/Training\Run_0042\images\Gate 2\frame_center_00083.jpg
9,7.507293025350081,0.5408487939396169,1.5421886392847983,0.6502732777527827,frame_center_00084.jpg,C:/Users/Feng Yang Chen/Documents/POLYTECHNIQUE/E2020 - Stage CRSNG - David Saussié/simulation_training_data/Training\Run_0042\images\Gate 2\frame_center_00084.jpg
10,7.359205852954455,0.5199550368364534,1.541601937818092,0.6209865350682731,frame_center_00085.jpg,C:/Users/Feng Yang Chen/Documents/POLYTECHNIQUE/E2020 - Stage CRSNG - David Saussié/simulation_training_data/Training\Run_0042\images\Gate 2\frame_center_00085.jpg
11,7.244434357563889,0.5038134137904291,1.5411403896799742,0.5985182632737592,frame_center_00086.jpg,C:/Users/Feng Yang Chen/Documents/POLYTECHNIQUE/E2020 - Stage CRSNG - David Saussié/simulation_training_data/Training\Run_0042\images\Gate 2\frame_center_00086.jpg
12,7.12674831087808,0.4877149347573395,1.5406454717697384,0.5760661509648782,frame_center_00087.jpg,C:/Users/Feng Yang Chen/Documents/POLYTECHNIQUE/E2020 - Stage CRSNG - David Saussié/simulation_training_data/Training\Run_0042\images\Gate 2\frame_center_00087.jpg
13,7.008359704354637,0.4722322048308151,1.5401215724532715,0.5543094080446498,frame_center_00088.jpg,C:/Users/Feng Yang Chen/Documents/POLYTECHNIQUE/E2020 - Stage CRSNG - David Saussié/simulation_training_data/Training\Run_0042\images\Gate 2\frame_center_00088.jpg
14,6.891408774936123,0.45765277943694327,1.5395796416645053,0.5336421114206139,frame_center_00089.jpg,C:/Users/Feng Yang Chen/Documents/POLYTECHNIQUE/E2020 - Stage CRSNG - David Saussié/simulation_training_data/Training\Run_0042\images\Gate 2\frame_center_00089.jpg
15,6.731473602356703,0.4384884450545423,1.5388131808145724,0.5063404537281322,frame_center_00090.jpg,C:/Users/Feng Yang Chen/Documents/POLYTECHNIQUE/E2020 - Stage CRSNG - David Saussié/simulation_training_data/Training\Run_0042\images\Gate 2\frame_center_00090.jpg
16,6.614643563427259,0.42452929897432856,1.5382408255263873,0.48659391056697254,frame_center_00091.jpg,C:/Users/Feng Yang Chen/Documents/POLYTECHNIQUE/E2020 - Stage CRSNG - David Saussié/simulation_training_data/Training\Run_0042\images\Gate 2\frame_center_00091.jpg
17,6.492685852184318,0.4103257352595382,1.53761429122885,0.4664663846121696,frame_center_00092.jpg,C:/Users/Feng Yang Chen/Documents/POLYTECHNIQUE/E2020 - Stage CRSNG - David Saussié/simulation_training_data/Training\Run_0042\images\Gate 2\frame_center_00092.jpg
18,6.369977868104723,0.39671327008636414,1.5369508153212759,0.4469927801647151,frame_center_00093.jpg,C:/Users/Feng Yang Chen/Documents/POLYTECHNIQUE/E2020 - Stage CRSNG - David Saussié/simulation_training_data/Training\Run_0042\images\Gate 2\frame_center_00093.jpg
19,6.246552536927003,0.3836937336069337,1.536249122893613,0.42817281877680213,frame_center_00094.jpg,C:/Users/Feng Yang Chen/Documents/POLYTECHNIQUE/E2020 - Stage CRSNG - David Saussié/simulation_training_data/Training\Run_0042\images\Gate 2\frame_center_00094.jpg
20,6.087284384778635,0.3675433995208509,1.535302607575089,0.40468809112198667,frame_center_00095.jpg,C:/Users/Feng Yang Chen/Documents/POLYTECHNIQUE/E2020 - Stage CRSNG - David Saussié/simulation_training_data/Training\Run_0042\images\Gate 2\frame_center_00095.jpg
21,5.964076414087042,0.35509872780671436,1.5345349887644144,0.386702312750265,frame_center_00096.jpg,C:/Users/Feng Yang Chen/Documents/POLYTECHNIQUE/E2020 - Stage CRSNG - David Saussié/simulation_training_data/Training\Run_0042\images\Gate 2\frame_center_00096.jpg
22,5.8423637139491955,0.3432475656899465,1.533738457550002,0.3694634854429939,frame_center_00097.jpg,C:/Users/Feng Yang Chen/Documents/POLYTECHNIQUE/E2020 - Stage CRSNG - David Saussié/simulation_training_data/Training\Run_0042\images\Gate 2\frame_center_00097.jpg
23,5.715671471943593,0.33155676162422254,1.5328672791243758,0.3522388467038092,frame_center_00098.jpg,C:/Users/Feng Yang Chen/Documents/POLYTECHNIQUE/E2020 - Stage CRSNG - David Saussié/simulation_training_data/Training\Run_0042\images\Gate 2\frame_center_00098.jpg
24,5.5504869948308935,0.3173146941934297,1.5316643677879171,0.330884432832686,frame_center_00099.jpg,C:/Users/Feng Yang Chen/Documents/POLYTECHNIQUE/E2020 - Stage CRSNG - David Saussié/simulation_training_data/Training\Run_0042\images\Gate 2\frame_center_00099.jpg
25,5.422638061723009,0.30693636950478764,1.530681472366864,0.31508195250435556,frame_center_00100.jpg,C:/Users/Feng Yang Chen/Documents/POLYTECHNIQUE/E2020 - Stage CRSNG - David Saussié/simulation_training_data/Training\Run_0042\images\Gate 2\frame_center_00100.jpg
26,5.298597393865096,0.2970490936758102,1.5296897246665635,0.3000150851706256,frame_center_00101.jpg,C:/Users/Feng Yang Chen/Documents/POLYTECHNIQUE/E2020 - Stage CRSNG - David Saussié/simulation_training_data/Training\Run_0042\images\Gate 2\frame_center_00101.jpg
27,5.169279401072687,0.2866978484451411,1.528607915128605,0.2843584269468191,frame_center_00102.jpg,C:/Users/Feng Yang Chen/Documents/POLYTECHNIQUE/E2020 - Stage CRSNG - David Saussié/simulation_training_data/Training\Run_0042\images\Gate 2\frame_center_00102.jpg
28,5.041674862357671,0.2769079591028557,1.5274826899202456,0.26939363335260824,frame_center_00103.jpg,C:/Users/Feng Yang Chen/Documents/POLYTECHNIQUE/E2020 - Stage CRSNG - David Saussié/simulation_training_data/Training\Run_0042\images\Gate 2\frame_center_00103.jpg
29,4.872538607347067,0.2648287483323176,1.5258923169252103,0.25051897937247736,frame_center_00104.jpg,C:/Users/Feng Yang Chen/Documents/POLYTECHNIQUE/E2020 - Stage CRSNG - David Saussié/simulation_training_data/Training\Run_0042\images\Gate 2\frame_center_00104.jpg
